"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Italy (IT)","24.06.2015 23:00 - 25.06.2015 00:00 (CET/CEST)","342","n/e","n/e","N/A","4726","1475","194","n/e","n/e","640","42","100","4902","1006","n/e","n/e","12347","n/e","0","58","n/e","1832"
"Italy (IT)","25.06.2015 00:00 - 25.06.2015 01:00 (CET/CEST)","329","n/e","n/e","N/A","4049","1456","69","n/e","n/e","641","19","","4272","647","n/e","n/e","11752","n/e","0","58","n/e","1768"
"Italy (IT)","25.06.2015 01:00 - 25.06.2015 02:00 (CET/CEST)","330","n/e","n/e","N/A","3657","1483","59","n/e","n/e","642","16","1","3954","580","n/e","n/e","10494","n/e","0","57","n/e","1723"
"Italy (IT)","25.06.2015 02:00 - 25.06.2015 03:00 (CET/CEST)","332","n/e","n/e","N/A","3403","1475","59","n/e","n/e","642","16","1","3772","519","n/e","n/e","9834","n/e","0","58","n/e","1746"
"Italy (IT)","25.06.2015 03:00 - 25.06.2015 04:00 (CET/CEST)","325","n/e","n/e","N/A","3334","1476","59","n/e","n/e","643","16","1","3689","501","n/e","n/e","9491","n/e","0","57","n/e","1804"
"Italy (IT)","25.06.2015 04:00 - 25.06.2015 05:00 (CET/CEST)","332","n/e","n/e","N/A","3287","1467","59","n/e","n/e","644","16","1","3720","555","n/e","n/e","9256","n/e","0","57","n/e","1980"
"Italy (IT)","25.06.2015 05:00 - 25.06.2015 06:00 (CET/CEST)","331","n/e","n/e","N/A","3469","1437","59","n/e","n/e","642","0","65","3820","613","n/e","n/e","9070","n/e","8","57","n/e","2102"
"Italy (IT)","25.06.2015 06:00 - 25.06.2015 07:00 (CET/CEST)","329","n/e","n/e","N/A","4042","1272","60","n/e","n/e","642","195","1","4777","877","n/e","n/e","9996","n/e","370","56","n/e","2082"
"Italy (IT)","25.06.2015 07:00 - 25.06.2015 08:00 (CET/CEST)","327","n/e","n/e","N/A","4454","1458","69","n/e","n/e","640","418","1","5503","1225","n/e","n/e","11484","n/e","1865","55","n/e","2097"
"Italy (IT)","25.06.2015 08:00 - 25.06.2015 09:00 (CET/CEST)","313","n/e","n/e","N/A","4482","1476","83","n/e","n/e","628","1427","","6878","1949","n/e","n/e","10714","n/e","4237","56","n/e","2256"
"Italy (IT)","25.06.2015 09:00 - 25.06.2015 10:00 (CET/CEST)","312","n/e","n/e","N/A","4638","1479","131","n/e","n/e","624","1235","","6984","1985","n/e","n/e","10619","n/e","6483","55","n/e","2049"
"Italy (IT)","25.06.2015 10:00 - 25.06.2015 11:00 (CET/CEST)","303","n/e","n/e","N/A","4477","1483","185","n/e","n/e","626","1235","11","6682","1791","n/e","n/e","10418","n/e","8215","54","n/e","2038"
"Italy (IT)","25.06.2015 11:00 - 25.06.2015 12:00 (CET/CEST)","304","n/e","n/e","N/A","4573","1478","195","n/e","n/e","623","632","81","6122","1427","n/e","n/e","10796","n/e","9482","56","n/e","1757"
"Italy (IT)","25.06.2015 12:00 - 25.06.2015 13:00 (CET/CEST)","321","n/e","n/e","N/A","4604","1357","194","n/e","n/e","621","69","160","5355","1398","n/e","n/e","11076","n/e","10224","56","n/e","1571"
"Italy (IT)","25.06.2015 13:00 - 25.06.2015 14:00 (CET/CEST)","332","n/e","n/e","N/A","4336","1355","205","n/e","n/e","620","85","162","4961","1259","n/e","n/e","10489","n/e","10183","54","n/e","1484"
"Italy (IT)","25.06.2015 14:00 - 25.06.2015 15:00 (CET/CEST)","318","n/e","n/e","N/A","4748","1462","194","n/e","n/e","620","319","161","5106","1518","n/e","n/e","10847","n/e","9642","55","n/e","1630"
"Italy (IT)","25.06.2015 15:00 - 25.06.2015 16:00 (CET/CEST)","324","n/e","n/e","N/A","4534","1476","196","n/e","n/e","621","307","161","5546","1621","n/e","n/e","10895","n/e","8503","57","n/e","1718"
"Italy (IT)","25.06.2015 16:00 - 25.06.2015 17:00 (CET/CEST)","328","n/e","n/e","N/A","4853","1480","229","n/e","n/e","624","493","48","6064","1619","n/e","n/e","11168","n/e","7043","57","n/e","1853"
"Italy (IT)","25.06.2015 17:00 - 25.06.2015 18:00 (CET/CEST)","321","n/e","n/e","N/A","5462","1482","307","n/e","n/e","632","596","70","6504","1431","n/e","n/e","11439","n/e","5083","57","n/e","1784"
"Italy (IT)","25.06.2015 18:00 - 25.06.2015 19:00 (CET/CEST)","324","n/e","n/e","N/A","5547","1478","346","n/e","n/e","631","1049","","6798","1600","n/e","n/e","11894","n/e","2727","57","n/e","1581"
"Italy (IT)","25.06.2015 19:00 - 25.06.2015 20:00 (CET/CEST)","338","n/e","n/e","N/A","5995","1479","378","n/e","n/e","631","1270","","7282","1758","n/e","n/e","12258","n/e","884","56","n/e","1203"
"Italy (IT)","25.06.2015 20:00 - 25.06.2015 21:00 (CET/CEST)","337","n/e","n/e","N/A","6581","1478","369","n/e","n/e","631","1131","","7169","1521","n/e","n/e","12485","n/e","111","43","n/e","1064"
"Italy (IT)","25.06.2015 21:00 - 25.06.2015 22:00 (CET/CEST)","340","n/e","n/e","N/A","6824","1483","260","n/e","n/e","632","746","","7019","1537","n/e","n/e","12788","n/e","0","37","n/e","1086"
"Italy (IT)","25.06.2015 22:00 - 25.06.2015 23:00 (CET/CEST)","340","n/e","n/e","N/A","6028","1476","138","n/e","n/e","634","464","","6098","1431","n/e","n/e","12750","n/e","0","43","n/e","1088"
"Italy (IT)","25.06.2015 23:00 - 26.06.2015 00:00 (CET/CEST)","334","n/e","n/e","N/A","5526","1477","14","n/e","n/e","636","306","","5414","1171","n/e","n/e","12150","n/e","0","55","n/e","1137"
"Italy (IT)","26.06.2015 00:00 - 26.06.2015 01:00 (CET/CEST)","335","n/e","n/e","N/A","5384","1470","0","n/e","n/e","637","143","31","4407","694","n/e","n/e","11129","n/e","0","55","n/e","1182"
"Italy (IT)","26.06.2015 01:00 - 26.06.2015 02:00 (CET/CEST)","338","n/e","n/e","N/A","4927","1473","0","n/e","n/e","639","16","82","3673","567","n/e","n/e","10616","n/e","0","58","n/e","1294"
"Italy (IT)","26.06.2015 02:00 - 26.06.2015 03:00 (CET/CEST)","332","n/e","n/e","N/A","4290","1468","0","n/e","n/e","638","16","97","3577","505","n/e","n/e","9956","n/e","0","58","n/e","1573"
"Italy (IT)","26.06.2015 03:00 - 26.06.2015 04:00 (CET/CEST)","334","n/e","n/e","N/A","3868","1473","0","n/e","n/e","638","16","161","3520","476","n/e","n/e","9469","n/e","0","58","n/e","1980"
"Italy (IT)","26.06.2015 04:00 - 26.06.2015 05:00 (CET/CEST)","338","n/e","n/e","N/A","3786","1474","0","n/e","n/e","638","16","161","3525","552","n/e","n/e","9170","n/e","0","59","n/e","2168"
"Italy (IT)","26.06.2015 05:00 - 26.06.2015 06:00 (CET/CEST)","339","n/e","n/e","N/A","4080","1471","0","n/e","n/e","639","0","208","3646","678","n/e","n/e","9022","n/e","8","59","n/e","2338"
"Italy (IT)","26.06.2015 06:00 - 26.06.2015 07:00 (CET/CEST)","339","n/e","n/e","N/A","4660","1445","0","n/e","n/e","639","0","198","3862","856","n/e","n/e","10417","n/e","364","60","n/e","2203"
"Italy (IT)","26.06.2015 07:00 - 26.06.2015 08:00 (CET/CEST)","334","n/e","n/e","N/A","4870","1473","0","n/e","n/e","638","1052","81","5301","1285","n/e","n/e","10967","n/e","1876","58","n/e","2033"
"Italy (IT)","26.06.2015 08:00 - 26.06.2015 09:00 (CET/CEST)","338","n/e","n/e","N/A","4925","1387","0","n/e","n/e","629","1361","68","6572","1726","n/e","n/e","10594","n/e","4424","60","n/e","2304"
"Italy (IT)","26.06.2015 09:00 - 26.06.2015 10:00 (CET/CEST)","334","n/e","n/e","N/A","4948","1215","5","n/e","n/e","618","919","1","6704","1810","n/e","n/e","10411","n/e","6745","56","n/e","2678"
"Italy (IT)","26.06.2015 10:00 - 26.06.2015 11:00 (CET/CEST)","336","n/e","n/e","N/A","4715","1215","24","n/e","n/e","618","620","5","6158","1721","n/e","n/e","10296","n/e","8573","57","n/e","2850"
"Italy (IT)","26.06.2015 11:00 - 26.06.2015 12:00 (CET/CEST)","333","n/e","n/e","N/A","4659","1201","78","n/e","n/e","616","350","160","5941","1507","n/e","n/e","9788","n/e","9764","57","n/e","2992"
"Italy (IT)","26.06.2015 12:00 - 26.06.2015 13:00 (CET/CEST)","335","n/e","n/e","N/A","4508","1084","115","n/e","n/e","621","153","164","4833","1024","n/e","n/e","8846","n/e","10418","59","n/e","3464"
"Italy (IT)","26.06.2015 13:00 - 26.06.2015 14:00 (CET/CEST)","332","n/e","n/e","N/A","4275","1063","118","n/e","n/e","632","178","312","4617","1041","n/e","n/e","8557","n/e","10458","57","n/e","3648"
"Italy (IT)","26.06.2015 14:00 - 26.06.2015 15:00 (CET/CEST)","333","n/e","n/e","N/A","4271","989","118","n/e","n/e","632","574","633","5176","1408","n/e","n/e","8940","n/e","9829","51","n/e","3857"
"Italy (IT)","26.06.2015 15:00 - 26.06.2015 16:00 (CET/CEST)","335","n/e","n/e","N/A","4314","1057","118","n/e","n/e","628","389","301","5331","1696","n/e","n/e","9192","n/e","8930","46","n/e","4146"
"Italy (IT)","26.06.2015 16:00 - 26.06.2015 17:00 (CET/CEST)","335","n/e","n/e","N/A","4339","999","118","n/e","n/e","620","677","71","5786","1626","n/e","n/e","9845","n/e","7309","44","n/e","4493"
"Italy (IT)","26.06.2015 17:00 - 26.06.2015 18:00 (CET/CEST)","334","n/e","n/e","N/A","4515","1118","118","n/e","n/e","629","642","6","6089","1845","n/e","n/e","9998","n/e","5200","45","n/e","4711"
"Italy (IT)","26.06.2015 18:00 - 26.06.2015 19:00 (CET/CEST)","333","n/e","n/e","N/A","4421","1212","120","n/e","n/e","627","860","6","6504","1910","n/e","n/e","10763","n/e","2668","45","n/e","4508"
"Italy (IT)","26.06.2015 19:00 - 26.06.2015 20:00 (CET/CEST)","331","n/e","n/e","N/A","4470","1213","123","n/e","n/e","629","1409","6","7105","2011","n/e","n/e","11584","n/e","760","43","n/e","3985"
"Italy (IT)","26.06.2015 20:00 - 26.06.2015 21:00 (CET/CEST)","334","n/e","n/e","N/A","4723","1215","118","n/e","n/e","629","974","6","7112","1895","n/e","n/e","12366","n/e","63","43","n/e","3248"
"Italy (IT)","26.06.2015 21:00 - 26.06.2015 22:00 (CET/CEST)","337","n/e","n/e","N/A","4680","1269","118","n/e","n/e","630","1432","6","7169","1897","n/e","n/e","12318","n/e","0","45","n/e","2806"
"Italy (IT)","26.06.2015 22:00 - 26.06.2015 23:00 (CET/CEST)","336","n/e","n/e","N/A","4506","1387","118","n/e","n/e","633","763","6","6183","1722","n/e","n/e","12113","n/e","0","51","n/e","2867"
"Italy (IT)","26.06.2015 23:00 - 27.06.2015 00:00 (CET/CEST)","334","n/e","n/e","N/A","4179","1474","118","n/e","n/e","633","817","6","5538","1125","n/e","n/e","10700","n/e","0","57","n/e","2924"
"Italy (IT)","27.06.2015 00:00 - 27.06.2015 01:00 (CET/CEST)","338","n/e","n/e","N/A","4252","1355","58","n/e","n/e","634","473","6","4498","549","n/e","n/e","10033","n/e","0","60","n/e","2801"
"Italy (IT)","27.06.2015 01:00 - 27.06.2015 02:00 (CET/CEST)","338","n/e","n/e","N/A","4094","1213","59","n/e","n/e","635","0","39","3967","500","n/e","n/e","9385","n/e","0","58","n/e","2702"
"Italy (IT)","27.06.2015 02:00 - 27.06.2015 03:00 (CET/CEST)","338","n/e","n/e","N/A","3768","1206","59","n/e","n/e","636","0","63","3565","486","n/e","n/e","8942","n/e","0","59","n/e","2623"
"Italy (IT)","27.06.2015 03:00 - 27.06.2015 04:00 (CET/CEST)","335","n/e","n/e","N/A","3690","1213","59","n/e","n/e","638","0","63","3466","464","n/e","n/e","8702","n/e","0","57","n/e","2538"
"Italy (IT)","27.06.2015 04:00 - 27.06.2015 05:00 (CET/CEST)","336","n/e","n/e","N/A","3616","1213","1","n/e","n/e","638","0","63","3481","492","n/e","n/e","8487","n/e","0","58","n/e","2635"
"Italy (IT)","27.06.2015 05:00 - 27.06.2015 06:00 (CET/CEST)","336","n/e","n/e","N/A","3521","1208","11","n/e","n/e","638","0","140","3590","532","n/e","n/e","7812","n/e","6","58","n/e","2702"
"Italy (IT)","27.06.2015 06:00 - 27.06.2015 07:00 (CET/CEST)","334","n/e","n/e","N/A","3703","1119","46","n/e","n/e","639","30","354","3714","607","n/e","n/e","7902","n/e","338","58","n/e","2563"
"Italy (IT)","27.06.2015 07:00 - 27.06.2015 08:00 (CET/CEST)","336","n/e","n/e","N/A","3447","1188","88","n/e","n/e","634","127","1","4234","733","n/e","n/e","8230","n/e","1858","59","n/e","2598"
"Italy (IT)","27.06.2015 08:00 - 27.06.2015 09:00 (CET/CEST)","337","n/e","n/e","N/A","3634","1148","101","n/e","n/e","627","314","1","4724","854","n/e","n/e","8607","n/e","4037","58","n/e","2856"
"Italy (IT)","27.06.2015 09:00 - 27.06.2015 10:00 (CET/CEST)","340","n/e","n/e","N/A","3648","1202","81","n/e","n/e","626","281","7","5416","917","n/e","n/e","8719","n/e","6431","59","n/e","3110"
"Italy (IT)","27.06.2015 10:00 - 27.06.2015 11:00 (CET/CEST)","333","n/e","n/e","N/A","3416","1006","66","n/e","n/e","625","667","10","5802","1046","n/e","n/e","8474","n/e","8261","56","n/e","3405"
"Italy (IT)","27.06.2015 11:00 - 27.06.2015 12:00 (CET/CEST)","333","n/e","n/e","N/A","3424","934","106","n/e","n/e","623","224","158","5293","1085","n/e","n/e","7923","n/e","9512","57","n/e","3421"
"Italy (IT)","27.06.2015 12:00 - 27.06.2015 13:00 (CET/CEST)","336","n/e","n/e","N/A","3219","947","117","n/e","n/e","622","203","237","4304","909","n/e","n/e","7485","n/e","10055","54","n/e","3392"
"Italy (IT)","27.06.2015 13:00 - 27.06.2015 14:00 (CET/CEST)","334","n/e","n/e","N/A","3210","836","118","n/e","n/e","620","40","511","3813","687","n/e","n/e","6979","n/e","10118","45","n/e","3333"
"Italy (IT)","27.06.2015 14:00 - 27.06.2015 15:00 (CET/CEST)","334","n/e","n/e","N/A","3201","693","118","n/e","n/e","622","40","604","3802","722","n/e","n/e","6946","n/e","9412","33","n/e","3310"
"Italy (IT)","27.06.2015 15:00 - 27.06.2015 16:00 (CET/CEST)","329","n/e","n/e","N/A","3375","711","118","n/e","n/e","625","0","308","4081","764","n/e","n/e","7260","n/e","8460","38","n/e","3292"
"Italy (IT)","27.06.2015 16:00 - 27.06.2015 17:00 (CET/CEST)","327","n/e","n/e","N/A","3709","995","123","n/e","n/e","625","404","45","4729","882","n/e","n/e","7843","n/e","6977","37","n/e","3068"
"Italy (IT)","27.06.2015 17:00 - 27.06.2015 18:00 (CET/CEST)","326","n/e","n/e","N/A","4176","1336","125","n/e","n/e","625","375","3","4879","931","n/e","n/e","8914","n/e","5027","50","n/e","2568"
"Italy (IT)","27.06.2015 18:00 - 27.06.2015 19:00 (CET/CEST)","330","n/e","n/e","N/A","4379","1382","136","n/e","n/e","626","424","1","5541","1261","n/e","n/e","9807","n/e","2610","48","n/e","1960"
"Italy (IT)","27.06.2015 19:00 - 27.06.2015 20:00 (CET/CEST)","328","n/e","n/e","N/A","4253","1475","135","n/e","n/e","627","1049","1","6244","1544","n/e","n/e","10285","n/e","768","49","n/e","1489"
"Italy (IT)","27.06.2015 20:00 - 27.06.2015 21:00 (CET/CEST)","331","n/e","n/e","N/A","4466","1474","139","n/e","n/e","629","661","1","6415","1617","n/e","n/e","10378","n/e","83","51","n/e","1058"
"Italy (IT)","27.06.2015 21:00 - 27.06.2015 22:00 (CET/CEST)","332","n/e","n/e","N/A","4530","1459","138","n/e","n/e","631","702","1","6589","1567","n/e","n/e","10591","n/e","0","51","n/e","846"
"Italy (IT)","27.06.2015 22:00 - 27.06.2015 23:00 (CET/CEST)","331","n/e","n/e","N/A","4347","1429","128","n/e","n/e","633","427","3","5967","1235","n/e","n/e","10675","n/e","0","48","n/e","766"
"Italy (IT)","27.06.2015 23:00 - 28.06.2015 00:00 (CET/CEST)","331","n/e","n/e","N/A","4195","1435","128","n/e","n/e","633","128","13","5220","977","n/e","n/e","10292","n/e","0","48","n/e","695"
"Italy (IT)","28.06.2015 00:00 - 28.06.2015 01:00 (CET/CEST)","327","n/e","n/e","N/A","4032","1462","78","n/e","n/e","632","14","11","5057","605","n/e","n/e","9352","n/e","0","52","n/e","658"
"Italy (IT)","28.06.2015 01:00 - 28.06.2015 02:00 (CET/CEST)","327","n/e","n/e","N/A","3542","1417","72","n/e","n/e","633","13","3","4526","493","n/e","n/e","8953","n/e","0","51","n/e","673"
"Italy (IT)","28.06.2015 02:00 - 28.06.2015 03:00 (CET/CEST)","326","n/e","n/e","N/A","3197","1428","59","n/e","n/e","633","13","3","3932","422","n/e","n/e","8736","n/e","0","53","n/e","732"
"Italy (IT)","28.06.2015 03:00 - 28.06.2015 04:00 (CET/CEST)","324","n/e","n/e","N/A","3140","1471","59","n/e","n/e","633","2","74","3881","398","n/e","n/e","8345","n/e","0","51","n/e","719"
"Italy (IT)","28.06.2015 04:00 - 28.06.2015 05:00 (CET/CEST)","330","n/e","n/e","N/A","3266","1477","59","n/e","n/e","634","120","177","4070","498","n/e","n/e","8905","n/e","0","51","n/e","810"
"Italy (IT)","28.06.2015 05:00 - 28.06.2015 06:00 (CET/CEST)","336","n/e","n/e","N/A","3364","1470","58","n/e","n/e","634","131","3","4454","707","n/e","n/e","9102","n/e","8","52","n/e","930"
"Italy (IT)","28.06.2015 06:00 - 28.06.2015 07:00 (CET/CEST)","334","n/e","n/e","N/A","3472","1478","65","n/e","n/e","634","0","692","4223","606","n/e","n/e","8819","n/e","352","52","n/e","950"
"Italy (IT)","28.06.2015 07:00 - 28.06.2015 08:00 (CET/CEST)","332","n/e","n/e","N/A","3287","1471","105","n/e","n/e","632","0","163","4254","695","n/e","n/e","8775","n/e","1756","53","n/e","904"
"Italy (IT)","28.06.2015 08:00 - 28.06.2015 09:00 (CET/CEST)","335","n/e","n/e","N/A","3242","1460","117","n/e","n/e","630","12","3","4165","619","n/e","n/e","8369","n/e","3958","51","n/e","955"
"Italy (IT)","28.06.2015 09:00 - 28.06.2015 10:00 (CET/CEST)","335","n/e","n/e","N/A","3007","1439","120","n/e","n/e","627","0","24","3969","554","n/e","n/e","7975","n/e","6197","52","n/e","1219"
"Italy (IT)","28.06.2015 10:00 - 28.06.2015 11:00 (CET/CEST)","335","n/e","n/e","N/A","2995","1455","135","n/e","n/e","626","11","3","4150","586","n/e","n/e","7518","n/e","7866","52","n/e","1652"
"Italy (IT)","28.06.2015 11:00 - 28.06.2015 12:00 (CET/CEST)","333","n/e","n/e","N/A","2915","1223","161","n/e","n/e","623","0","336","3717","507","n/e","n/e","6955","n/e","8849","48","n/e","2228"
"Italy (IT)","28.06.2015 12:00 - 28.06.2015 13:00 (CET/CEST)","329","n/e","n/e","N/A","2936","840","221","n/e","n/e","623","0","390","3438","501","n/e","n/e","6681","n/e","9280","51","n/e","2667"
"Italy (IT)","28.06.2015 13:00 - 28.06.2015 14:00 (CET/CEST)","320","n/e","n/e","N/A","2705","778","242","n/e","n/e","623","0","1038","3373","480","n/e","n/e","6332","n/e","9598","50","n/e","3085"
"Italy (IT)","28.06.2015 14:00 - 28.06.2015 15:00 (CET/CEST)","322","n/e","n/e","N/A","2895","760","253","n/e","n/e","623","0","1672","3340","502","n/e","n/e","6252","n/e","9460","49","n/e","3021"
"Italy (IT)","28.06.2015 15:00 - 28.06.2015 16:00 (CET/CEST)","326","n/e","n/e","N/A","2959","730","259","n/e","n/e","624","0","973","3502","511","n/e","n/e","6269","n/e","8728","47","n/e","2952"
"Italy (IT)","28.06.2015 16:00 - 28.06.2015 17:00 (CET/CEST)","324","n/e","n/e","N/A","2878","808","253","n/e","n/e","623","224","157","3667","601","n/e","n/e","6781","n/e","7004","50","n/e","2775"
"Italy (IT)","28.06.2015 17:00 - 28.06.2015 18:00 (CET/CEST)","320","n/e","n/e","N/A","2871","1144","254","n/e","n/e","621","370","2","3861","680","n/e","n/e","7767","n/e","4955","50","n/e","2342"
"Italy (IT)","28.06.2015 18:00 - 28.06.2015 19:00 (CET/CEST)","325","n/e","n/e","N/A","3581","1381","269","n/e","n/e","621","316","2","4627","808","n/e","n/e","8470","n/e","2760","49","n/e","1877"
"Italy (IT)","28.06.2015 19:00 - 28.06.2015 20:00 (CET/CEST)","327","n/e","n/e","N/A","3807","1407","255","n/e","n/e","623","740","2","5713","1063","n/e","n/e","9098","n/e","820","50","n/e","1257"
"Italy (IT)","28.06.2015 20:00 - 28.06.2015 21:00 (CET/CEST)","329","n/e","n/e","N/A","4003","1410","288","n/e","n/e","623","1090","2","6394","1117","n/e","n/e","9446","n/e","74","50","n/e","916"
"Italy (IT)","28.06.2015 21:00 - 28.06.2015 22:00 (CET/CEST)","332","n/e","n/e","N/A","4237","1417","310","n/e","n/e","625","1105","2","6544","1527","n/e","n/e","10285","n/e","0","52","n/e","785"
"Italy (IT)","28.06.2015 22:00 - 28.06.2015 23:00 (CET/CEST)","330","n/e","n/e","N/A","4301","1424","263","n/e","n/e","627","677","2","6013","1451","n/e","n/e","10439","n/e","0","50","n/e","909"
"Italy (IT)","28.06.2015 23:00 - 29.06.2015 00:00 (CET/CEST)","331","n/e","n/e","N/A","4127","1417","195","n/e","n/e","627","425","3","5146","927","n/e","n/e","10168","n/e","0","51","n/e","906"
"Italy (IT)","29.06.2015 00:00 - 29.06.2015 01:00 (CET/CEST)","329","n/e","n/e","N/A","3927","1420","5","n/e","n/e","626","71","30","3933","651","n/e","n/e","9571","n/e","0","49","n/e","1129"
"Italy (IT)","29.06.2015 01:00 - 29.06.2015 02:00 (CET/CEST)","329","n/e","n/e","N/A","3575","1412","0","n/e","n/e","628","0","139","3517","463","n/e","n/e","8688","n/e","0","50","n/e","1430"
"Italy (IT)","29.06.2015 02:00 - 29.06.2015 03:00 (CET/CEST)","329","n/e","n/e","N/A","3423","1407","0","n/e","n/e","627","0","443","3443","371","n/e","n/e","8248","n/e","0","51","n/e","1662"
"Italy (IT)","29.06.2015 03:00 - 29.06.2015 04:00 (CET/CEST)","328","n/e","n/e","N/A","3339","1411","0","n/e","n/e","626","0","945","3370","361","n/e","n/e","8250","n/e","0","51","n/e","1917"
"Italy (IT)","29.06.2015 04:00 - 29.06.2015 05:00 (CET/CEST)","334","n/e","n/e","N/A","3250","1376","0","n/e","n/e","627","0","944","3399","386","n/e","n/e","8399","n/e","0","49","n/e","1962"
"Italy (IT)","29.06.2015 05:00 - 29.06.2015 06:00 (CET/CEST)","333","n/e","n/e","N/A","3307","1394","0","n/e","n/e","632","0","675","3465","420","n/e","n/e","8592","n/e","6","49","n/e","1816"
"Italy (IT)","29.06.2015 06:00 - 29.06.2015 07:00 (CET/CEST)","331","n/e","n/e","N/A","3881","1362","1","n/e","n/e","633","134","15","3934","872","n/e","n/e","9658","n/e","348","50","n/e","1730"
"Italy (IT)","29.06.2015 07:00 - 29.06.2015 08:00 (CET/CEST)","326","n/e","n/e","N/A","4444","1412","0","n/e","n/e","629","453","83","5195","1131","n/e","n/e","10990","n/e","1782","48","n/e","1874"
"Italy (IT)","29.06.2015 08:00 - 29.06.2015 09:00 (CET/CEST)","324","n/e","n/e","N/A","5066","1173","1","n/e","n/e","612","960","82","6083","1607","n/e","n/e","11892","n/e","4077","47","n/e","2005"
"Italy (IT)","29.06.2015 09:00 - 29.06.2015 10:00 (CET/CEST)","314","n/e","n/e","N/A","5035","1122","2","n/e","n/e","602","533","83","6049","1715","n/e","n/e","12457","n/e","6130","49","n/e","1988"
